SNo,Time,Size,Iterations,kth_smallest,sortkth
2277,0.004587,455300,1104747,1488,1488
2278,0.002238,455500,561650,1504,1504
2279,0.010047,455700,1095713,1473,1473
2280,0.012949,455900,1557151,1489,1489
2281,0.005142,456100,696958,1511,1511
2282,0.009451,456300,1113369,1548,1548
2283,0.001622,456500,511983,1521,1521
2284,0.004044,456700,644669,1444,1444
2285,0.001429,456900,507105,1501,1501
2286,0.01222,457100,1436044,1440,1440
2287,0.005291,457300,878860,1501,1501
2288,0.00629,457500,856415,1492,1492
2289,0.007208,457700,998970,1517,1517
2290,0.012129,457900,1482952,1507,1507
2291,0.008799,458100,1090223,1503,1503
2292,0.006203,458300,966539,1518,1518
2293,0.008761,458500,1030630,1480,1480
2294,0.00521,458700,749308,1537,1537
2295,0.006006,458900,783814,1492,1492
2296,0.005371,459100,746246,1524,1524
2297,0.007692,459300,1146346,1525,1525
2298,0.008258,459500,1177961,1558,1558
2299,0.003555,459700,628263,1511,1511
2300,0.001609,459900,530582,1555,1555
2301,0.000968,460100,482541,1552,1552
2302,0.00497,460300,768510,1535,1535
2303,0.001021,460500,492744,1519,1519
2304,0.004815,460700,755186,1530,1530
2305,0.010022,460900,1208497,1509,1509
2306,0.006651,461100,948090,1540,1540
2307,0.009007,461300,1079590,1482,1482
2308,0.003035,461500,605350,1493,1493
2309,0.002368,461700,569703,1565,1565
2310,0.010759,461900,1243860,1466,1466
2311,0.011714,462100,1395861,1522,1522
2312,0.007866,462300,941853,1575,1575
2313,0.003906,462500,690173,1491,1491
2314,0.00728,462700,1096224,1582,1582
2315,0.004301,462900,674087,1501,1501
2316,0.013949,463100,1769394,1519,1519
2317,0.005154,463300,823722,1544,1544
2318,0.006653,463500,1093285,1518,1518
2319,0.013894,463700,1644008,1517,1517
2320,0.007915,463900,946300,1512,1512
2321,0.005627,464100,757725,1485,1485
2322,0.008167,464300,1121887,1576,1576
2323,0.007424,464500,875831,1571,1571
2324,0.007422,464700,919018,1489,1489
2325,0.009027,464900,1159820,1586,1586
2326,0.007707,465100,960005,1545,1545
2327,0.007206,465300,893382,1538,1538
2328,0.007295,465500,1094847,1518,1518
2329,0.008549,465700,1018531,1566,1566
2330,0.002733,465900,613305,1558,1558
2331,0.005979,466100,1031385,1554,1554
2332,0.00526,466300,790139,1591,1591
2333,0.008584,466500,1082680,1540,1540
2334,0.013425,466700,1628805,1564,1564
2335,0.003916,466900,663753,1521,1521
2336,0.00378,467100,645077,1528,1528
2337,0.012605,467300,1493836,1564,1564
2338,0.006022,467500,812183,1547,1547
2339,0.008476,467700,1324696,1522,1522
2340,0.001302,467900,510628,1527,1527
2341,0.010492,468100,1233512,1580,1580
2342,0.012481,468300,1389812,1641,1641
2343,0.004121,468500,718864,1566,1566
2344,0.010201,468700,1227009,1571,1571
2345,0.006588,468900,920926,1533,1533
2346,0.0017,469100,557666,1553,1553
2347,0.013329,469300,1567073,1527,1527
2348,0.005167,469500,750823,1572,1572
2349,0.000918,469700,481737,1563,1563
2350,0.01777,469900,2249023,1505,1505
2351,0.003027,470100,609870,1552,1552
2352,0.011378,470300,1622577,1554,1554
2353,0.006517,470500,989283,1586,1586
2354,0.006996,470700,849757,1520,1520
2355,0.006621,470900,858992,1547,1547
2356,0.006298,471100,900055,1565,1565
2357,0.001681,471300,535661,1566,1566
2358,0.007821,471500,1060119,1524,1524
2359,0.007698,471700,913625,1517,1517
2360,0.009642,471900,1189888,1564,1564
2361,0.012802,472100,1723180,1556,1556
2362,0.007519,472300,1113445,1584,1584
2363,0.008378,472500,1069376,1534,1534
2364,0.004797,472700,721784,1551,1551
2365,0.016508,472900,2111381,1598,1598
2366,0.016074,473100,1933803,1559,1559
2367,0.0083,473300,887874,1590,1590
2368,0.011451,473500,1448570,1628,1628
2369,0.010879,473700,1336478,1601,1601
2370,0.005326,473900,782630,1604,1604
2371,0.008068,474100,1122905,1513,1513
2372,0.006051,474300,802313,1561,1561
2373,0.010642,474500,1304062,1601,1601
2374,0.006351,474700,876740,1586,1586
2375,0.005657,474900,808454,1621,1621
2376,0.00799,475100,954748,1567,1567
2377,0.008065,475300,1015818,1521,1521
2378,0.008638,475500,1005272,1582,1582
2379,0.007532,475700,986662,1581,1581
2380,0.008779,475900,1228284,1625,1625
2381,0.005558,476100,761959,1513,1513
2382,0.004123,476300,669470,1530,1530
2383,0.001693,476500,529255,1592,1592
2384,0.011113,476700,1326825,1614,1614
2385,0.007393,476900,1019415,1597,1597
2386,0.00904,477100,1364561,1542,1542
2387,0.004067,477300,717607,1585,1585
2388,0.00921,477500,1103846,1547,1547
2389,0.003028,477700,610935,1585,1585
2390,0.009365,477900,1216672,1559,1559
2391,0.002986,478100,630055,1541,1541
2392,0.005467,478300,887949,1533,1533
2393,0.006477,478500,865844,1598,1598
2394,0.003062,478700,671178,1580,1580
2395,0.005,478900,859596,1570,1570
2396,0.010952,479100,1281042,1577,1577
2397,0.017137,479300,2061841,1609,1609
2398,0.002759,479500,616230,1519,1519
2399,0.013567,479700,1494897,1549,1549
2400,0.00214,479900,597238,1583,1583
2401,0.002327,480100,580499,1593,1593
2402,0.005186,480300,735783,1586,1586
2403,0.004036,480500,663164,1507,1507
2404,0.006604,480700,1060812,1558,1558
2405,0.013933,480900,1724068,1618,1618
2406,0.003726,481100,712095,1565,1565
2407,0.001363,481300,522910,1572,1572
2408,0.009259,481500,1016489,1623,1623
2409,0.006832,481700,786598,1616,1616
2410,0.003475,481900,613418,1575,1575
2411,0.005867,482100,782027,1590,1590
2412,0.008408,482300,1086121,1533,1533
2413,0.007541,482500,1072576,1562,1562
2414,0.001684,482700,579194,1609,1609
2415,0.004561,482900,709968,1597,1597
2416,0.004326,483100,735168,1603,1603
2417,0.010168,483300,1385504,1597,1597
2418,0.002589,483500,631385,1639,1639
2419,0.003365,483700,648462,1622,1622
2420,0.016294,483900,1481431,1620,1620
2421,0.01125,484100,1204430,1629,1629
2422,0.010144,484300,1333084,1628,1628
2423,0.007051,484500,821796,1582,1582
2424,0.015852,484700,1526653,1613,1613
2425,0.016816,484900,1646389,1609,1609
2426,0.005076,485100,838938,1592,1592
2427,0.009556,485300,1171102,1542,1542
2428,0.002783,485500,623364,1601,1601
2429,0.001796,485700,552901,1543,1543
2430,0.010461,485900,1368419,1613,1613
2431,0.01195,486100,1283042,1685,1685
2432,0.011058,486300,1504878,1610,1610
2433,0.018473,486500,1714205,1585,1585
2434,0.0047,486700,755098,1623,1623
2435,0.003814,486900,760417,1603,1603
2436,0.00745,487100,1136373,1583,1583
2437,0.006612,487300,852457,1594,1594
2438,0.018178,487500,1708868,1617,1617
2439,0.019028,487700,1863266,1623,1623
2440,0.004662,487900,661628,1628,1628
2441,0.011626,488100,1142584,1651,1651
2442,0.008183,488300,885437,1566,1566
2443,0.001525,488500,517990,1615,1615
2444,0.007481,488700,835946,1561,1561
2445,0.006994,488900,845461,1627,1627
2446,0.001529,489100,517103,1628,1628
2447,0.005265,489300,698950,1619,1619
2448,0.012129,489500,1267055,1600,1600
2449,0.007066,489700,772474,1572,1572
2450,0.01,489900,1161162,1568,1568
2451,0.009668,490100,1229684,1558,1558
2452,0.012489,490300,1484407,1613,1613
2453,0.011257,490500,1380574,1652,1652
2454,0.002611,490700,560323,1653,1653
2455,0.009048,490900,936455,1589,1589
2456,0.007765,491100,988977,1700,1700
2457,0.006841,491300,882800,1558,1558
2458,0.003759,491500,693147,1626,1626
2459,0.002795,491700,624507,1641,1641
2460,0.00352,491900,657399,1649,1649
2461,0.012888,492100,1520255,1623,1623
2462,0.002243,492300,550510,1599,1599
2463,0.008829,492500,941081,1631,1631
2464,0.013439,492700,1633010,1671,1671
2465,0.006054,492900,830622,1603,1603
2466,0.005052,493100,978493,1640,1640
2467,0.002062,493300,595359,1657,1657
2468,0.005135,493500,1042868,1620,1620
2469,0.004781,493700,740613,1546,1546
2470,0.006847,493900,1043927,1643,1643
2471,0.007012,494100,1095841,1701,1701
2472,0.007674,494300,1062283,1628,1628
2473,0.009136,494500,1238263,1651,1651
2474,0.009018,494700,1126893,1619,1619
2475,0.007442,494900,925821,1634,1634
2476,0.009247,495100,1120985,1651,1651
2477,0.009601,495300,1301135,1638,1638
2478,0.006637,495500,907370,1655,1655
2479,0.005552,495700,792332,1625,1625
2480,0.005492,495900,783875,1633,1633
2481,0.009632,496100,1270949,1604,1604
2482,0.005826,496300,832039,1710,1710
2483,0.004113,496500,697200,1594,1594
2484,0.01498,496700,1937780,1701,1701
2485,0.005327,496900,877272,1603,1603
2486,0.009168,497100,1200810,1662,1662
2487,0.006317,497300,888123,1600,1600
2488,0.010356,497500,1370678,1629,1629
2489,0.006045,497700,840408,1655,1655
2490,0.004332,497900,764024,1597,1597
2491,0.007451,498100,993529,1582,1582
2492,0.009298,498300,1080077,1717,1717
2493,0.013012,498500,1587543,1662,1662
2494,0.010515,498700,1471871,1605,1605
2495,0.001713,498900,560946,1647,1647
2496,0.006115,499100,879501,1652,1652
2497,0.004143,499300,695557,1680,1680
2498,0.008795,499500,1345220,1667,1667
2499,0.002072,499700,599228,1638,1638
2500,0.008817,499900,1184799,1723,1723
2501,0.0061,500100,940323,1654,1654
2502,0.004508,500300,755876,1673,1673
2503,0.007447,500500,1068796,1673,1673
2504,0.006678,500700,875250,1630,1630
2505,0.005898,500900,828968,1666,1666
2506,0.004339,501100,771738,1616,1616
2507,0.012061,501300,1501783,1673,1673
2508,0.005994,501500,843491,1657,1657
2509,0.014316,501700,1761586,1631,1631
2510,0.009066,501900,1273622,1697,1697
2511,0.011661,502100,1644864,1654,1654
2512,0.003646,502300,696144,1662,1662
2513,0.003963,502500,720706,1684,1684
2514,0.009512,502700,1696738,1684,1684
2515,0.010759,502900,1606392,1640,1640
2516,0.005855,503100,864323,1627,1627
2517,0.005444,503300,781494,1672,1672
2518,0.008025,503500,1179391,1656,1656
2519,0.008003,503700,1113461,1678,1678
2520,0.007869,503900,961248,1669,1669
2521,0.00791,504100,1071050,1689,1689
2522,0.010775,504300,1323644,1648,1648
2523,0.009839,504500,1242938,1691,1691
2524,0.009446,504700,1188144,1625,1625
2525,0.004581,504900,734048,1641,1641
2526,0.012654,505100,1423139,1666,1666
2527,0.013787,505300,1613533,1637,1637
2528,0.006712,505500,867118,1686,1686
2529,0.01944,505700,2204252,1647,1647
2530,0.001272,505900,537319,1648,1648
2531,0.007153,506100,1004080,1697,1697
2532,0.001753,506300,566213,1696,1696
2533,0.017435,506500,2085974,1626,1626
2534,0.010648,506700,1295739,1694,1694
2535,0.008774,506900,1075512,1662,1662
2536,0.008288,507100,1260095,1715,1715
2537,0.007711,507300,947148,1688,1688
2538,0.007226,507500,1123933,1631,1631
2539,0.008759,507700,1309461,1652,1652
2540,0.009697,507900,1409591,1679,1679
2541,0.005825,508100,816204,1694,1694
2542,0.006084,508300,847924,1674,1674
2543,0.006312,508500,858991,1678,1678
2544,0.008365,508700,1053908,1693,1693
2545,0.009501,508900,1056061,1763,1763
2546,0.007664,509100,972782,1654,1654
2547,0.012256,509300,1503893,1647,1647
2548,0.014745,509500,1842627,1693,1693
2549,0.003869,509700,728880,1659,1659
2550,0.013151,509900,1524227,1648,1648
2551,0.009285,510100,1328314,1617,1617
2552,0.003199,510300,670482,1736,1736
2553,0.002044,510500,603106,1754,1754
2554,0.005841,510700,828318,1702,1702
2555,0.009626,510900,1299663,1753,1753
2556,0.010514,511100,1440111,1737,1737
2557,0.012562,511300,1697224,1722,1722
2558,0.003201,511500,672490,1659,1659
2559,0.008382,511700,1044683,1653,1653
2560,0.017363,511900,2130329,1710,1710
2561,0.008316,512100,1020019,1659,1659
2562,0.007922,512300,1113727,1681,1681
2563,0.014967,512500,1741300,1767,1767
2564,0.003725,512700,748138,1696,1696
2565,0.012074,512900,1449147,1680,1680
2566,0.003161,513100,676670,1712,1712
2567,0.007274,513300,1021125,1675,1675
2568,0.007218,513500,901014,1667,1667
2569,0.002105,513700,621908,1725,1725
2570,0.011052,513900,1440435,1720,1720
2571,0.009788,514100,1390320,1727,1727
2572,0.014549,514300,1975695,1708,1708
2573,0.002768,514500,638744,1701,1701
2574,0.008561,514700,1101660,1732,1732
2575,0.006217,514900,1041803,1687,1687
2576,0.005915,515100,924944,1707,1707
2577,0.004078,515300,828036,1676,1676
2578,0.009857,515500,1450224,1670,1670
2579,0.014999,515700,1748433,1710,1710
2580,0.008137,515900,1075801,1727,1727
2581,0.014099,516100,1640774,1677,1677
2582,0.002721,516300,624607,1723,1723
2583,0.001689,516500,591373,1673,1673
2584,0.010756,516700,1356112,1735,1735
2585,0.006372,516900,896261,1647,1647
2586,0.007094,517100,902012,1720,1720
2587,0.009908,517300,1287652,1700,1700
2588,0.001901,517500,577512,1679,1679
2589,0.010487,517700,1312217,1702,1702
2590,0.002068,517900,616026,1682,1682
2591,0.008317,518100,1149097,1634,1634
2592,0.0108,518300,1327418,1693,1693
2593,0.009486,518500,1201018,1664,1664
2594,0.003946,518700,709752,1727,1727
2595,0.013237,518900,1752877,1735,1735
2596,0.012599,519100,1557387,1684,1684
2597,0.015259,519300,1834381,1759,1759
2598,0.005985,519500,856302,1797,1797
2599,0.007572,519700,1064040,1703,1703
2600,0.006745,519900,1117186,1676,1676
2601,0.011342,520100,1526218,1728,1728
2602,0.014658,520300,1787590,1684,1684
2603,0.007118,520500,1003811,1768,1768
2604,0.008213,520700,1658786,1775,1775
2605,0.014832,520900,1615079,1725,1725
2606,0.008147,521100,1004883,1697,1697
2607,0.00097,521300,529987,1795,1795
2608,0.005887,521500,827482,1773,1773
2609,0.008674,521700,1017284,1681,1681
2610,0.009724,521900,1154507,1729,1729
2611,0.006797,522100,894036,1747,1747
2612,0.007722,522300,1190958,1751,1751
2613,0.006051,522500,855851,1665,1665
2614,0.004088,522700,741416,1713,1713
2615,0.01448,522900,1783114,1744,1744
2616,0.006269,523100,1025554,1736,1736
2617,0.006067,523300,818541,1704,1704
2618,0.004663,523500,759372,1740,1740
2619,0.006159,523700,872478,1750,1750
2620,0.011779,523900,1399461,1729,1729
2621,0.011848,524100,1634429,1773,1773
2622,0.005276,524300,1055545,1680,1680
2623,0.006453,524500,1021260,1716,1716
2624,0.00366,524700,700573,1770,1770
2625,0.008561,524900,1174668,1719,1719
2626,0.010029,525100,1128604,1733,1733
2627,0.015297,525300,1837558,1727,1727
2628,0.008344,525500,1168729,1692,1692
2629,0.010735,525700,1415761,1765,1765
2630,0.003282,525900,702255,1712,1712
2631,0.009397,526100,1138819,1692,1692
2632,0.002741,526300,649149,1741,1741
2633,0.005031,526500,864544,1799,1799
2634,0.013728,526700,1572008,1709,1709
2635,0.005937,526900,1105596,1743,1743
2636,0.005106,527100,813313,1816,1816
2637,0.012852,527300,1446616,1713,1713
2638,0.0143,527500,1818840,1713,1713
2639,0.010881,527700,1332264,1678,1678
2640,0.005605,527900,831971,1751,1751
2641,0.006869,528100,966899,1690,1690
2642,0.001004,528300,539036,1784,1784
2643,0.013081,528500,2113736,1780,1780
2644,0.009207,528700,1075337,1740,1740
2645,0.010327,528900,1141649,1756,1756
2646,0.00869,529100,1138153,1738,1738
2647,0.005332,529300,780500,1744,1744
2648,0.00559,529500,848789,1779,1779
2649,0.004355,529700,740338,1768,1768
2650,0.002619,529900,659270,1752,1752
2651,0.007232,530100,966922,1778,1778
2652,0.007621,530300,1221672,1747,1747
2653,0.011543,530500,1510931,1722,1722
2654,0.009345,530700,1135117,1747,1747
2655,0.006709,530900,1101961,1700,1700
2656,0.00758,531100,919100,1721,1721
2657,0.003626,531300,702237,1730,1730
2658,0.012705,531500,1674543,1734,1734
2659,0.009996,531700,1289242,1744,1744
2660,0.002195,531900,616791,1770,1770
2661,0.001527,532100,554922,1766,1766
2662,0.007382,532300,1045498,1732,1732
2663,0.012807,532500,1430844,1748,1748
2664,0.010316,532700,1331190,1760,1760
2665,0.002926,532900,718692,1768,1768
2666,0.010214,533100,1200363,1774,1774
2667,0.00598,533300,947522,1760,1760
2668,0.004251,533500,785487,1788,1788
2669,0.015218,533700,2062015,1788,1788
2670,0.009997,533900,1335455,1739,1739
2671,0.002677,534100,649191,1775,1775
2672,0.004027,534300,750332,1733,1733
2673,0.00503,534500,822679,1766,1766
2674,0.007178,534700,998210,1772,1772
2675,0.007355,534900,1189684,1782,1782
2676,0.009061,535100,1188596,1742,1742
2677,0.013907,535300,1623491,1714,1714
2678,0.013241,535500,1852929,1789,1789
2679,0.005761,535700,1035732,1734,1734
2680,0.004054,535900,775227,1769,1769
2681,0.012544,536100,1544341,1744,1744
2682,0.006108,536300,878361,1777,1777
2683,0.008694,536500,1098886,1783,1783
2684,0.006467,536700,1119170,1786,1786
2685,0.007984,536900,1165035,1766,1766
2686,0.011082,537100,1429783,1768,1768
2687,0.004363,537300,770647,1777,1777
2688,0.006216,537500,833235,1724,1724
2689,0.007845,537700,1032761,1814,1814
2690,0.002805,537900,654882,1734,1734
2691,0.006044,538100,942304,1744,1744
2692,0.013633,538300,1836132,1799,1799
2693,0.004639,538500,763523,1814,1814
2694,0.010874,538700,1304205,1766,1766
2695,0.003663,538900,701093,1811,1811
2696,0.006919,539100,961044,1791,1791
2697,0.002654,539300,648189,1774,1774
2698,0.007902,539500,1062929,1765,1765
2699,0.025014,539700,2891676,1758,1758
2700,0.004612,539900,820893,1776,1776
2701,0.008765,540100,1148320,1807,1807
2702,0.003198,540300,682026,1795,1795
2703,0.004104,540500,725409,1780,1780
2704,0.005208,540700,772276,1806,1806
2705,0.002483,540900,631990,1761,1761
2706,0.009855,541100,1203490,1851,1851
2707,0.017697,541300,2249130,1780,1780
2708,0.001247,541500,581847,1833,1833
2709,0.004002,541700,725369,1790,1790
2710,0.003746,541900,751156,1808,1808
2711,0.003872,542100,730412,1812,1812
2712,0.010042,542300,1206825,1779,1779
2713,0.01182,542500,1447165,1791,1791
2714,0.006237,542700,867021,1864,1864
2715,0.013984,542900,1738014,1750,1750
2716,0.012796,543100,1749289,1814,1814
2717,0.008474,543300,1303426,1756,1756
2718,0.011236,543500,1427801,1813,1813
2719,0.011398,543700,1570731,1818,1818
2720,0.004534,543900,774018,1781,1781
2721,0.003282,544100,692726,1796,1796
2722,0.003574,544300,707573,1856,1856
2723,0.004794,544500,829148,1823,1823
2724,0.007729,544700,1119996,1831,1831
2725,0.004686,544900,873551,1801,1801
2726,0.004661,545100,781727,1815,1815
2727,0.009255,545300,1201667,1799,1799
2728,0.013739,545500,1749633,1772,1772
2729,0.00767,545700,1071067,1796,1796
2730,0.004847,545900,869471,1763,1763
2731,0.01295,546100,1723110,1832,1832
2732,0.005602,546300,926670,1781,1781
2733,0.007856,546500,1001202,1790,1790
2734,0.014923,546700,1819872,1789,1789
2735,0.01628,546900,2192734,1762,1762
2736,0.011975,547100,1695482,1858,1858
2737,0.004848,547300,848733,1840,1840
2738,0.006371,547500,1117653,1801,1801
2739,0.003199,547700,697402,1825,1825
2740,0.00587,547900,935661,1807,1807
2741,0.006752,548100,1139897,1802,1802
2742,0.004871,548300,801143,1788,1788
2743,0.007094,548500,943973,1788,1788
2744,0.01047,548700,1383106,1875,1875
2745,0.016425,548900,2018408,1810,1810
2746,0.002861,549100,715263,1883,1883
2747,0.01438,549300,1873956,1906,1906
2748,0.005421,549500,841730,1789,1789
2749,0.005409,549700,828789,1823,1823
2750,0.001453,549900,595995,1843,1843
2751,0.006727,550100,1056836,1809,1809
2752,0.01316,550300,1550211,1878,1878
2753,0.009249,550500,1290254,1874,1874
2754,0.004582,550700,824212,1817,1817
2755,0.007441,550900,1046469,1812,1812
2756,0.004528,551100,764317,1777,1777
2757,0.010633,551300,1359980,1814,1814
2758,0.016106,551500,1897906,1879,1879
2759,0.000988,551700,556177,1826,1826
2760,0.012244,551900,1440558,1830,1830
2761,0.005467,552100,825839,1823,1823
2762,0.009869,552300,1113417,1818,1818
2763,0.010821,552500,1544354,1788,1788
2764,0.012505,552700,1387712,1817,1817
2765,0.014124,552900,1820223,1802,1802
2766,0.003518,553100,703125,1827,1827
2767,0.010843,553300,1273096,1853,1853
2768,0.014469,553500,1694687,1776,1776
2769,0.01507,553700,1841483,1799,1799
2770,0.004151,553900,805121,1855,1855
2771,0.005773,554100,983415,1864,1864
2772,0.005888,554300,846018,1843,1843
2773,0.009425,554500,1252927,1814,1814
2774,0.008691,554700,1221958,1809,1809
2775,0.013291,554900,1532452,1816,1816
2776,0.005634,555100,843580,1859,1859
2777,0.004481,555300,783772,1809,1809
2778,0.007681,555500,949980,1836,1836
2779,0.006115,555700,889746,1884,1884
2780,0.005523,555900,827669,1848,1848
2781,0.006815,556100,922633,1913,1913
2782,0.011032,556300,1226026,1888,1888
2783,0.004887,556500,772395,1843,1843
2784,0.005532,556700,988588,1773,1773
2785,0.006599,556900,887591,1851,1851
2786,0.003244,557100,701305,1796,1796
2787,0.016423,557300,2078770,1915,1915
2788,0.009794,557500,1367185,1852,1852
2789,0.008629,557700,1232982,1856,1856
2790,0.00879,557900,1314983,1863,1863
2791,0.003277,558100,725997,1824,1824
2792,0.003675,558300,794437,1846,1846
2793,0.007081,558500,968570,1904,1904
2794,0.011972,558700,1418697,1863,1863
2795,0.001537,558900,604232,1801,1801
2796,0.006295,559100,966941,1896,1896
2797,0.008048,559300,1047789,1874,1874
2798,0.010652,559500,1254624,1865,1865
2799,0.007063,559700,1152989,1863,1863
2800,0.015599,559900,1640320,1883,1883
2801,0.01069,560100,1398497,1876,1876
2802,0.012656,560300,1601886,1864,1864
2803,0.009494,560500,1172653,1903,1903
2804,0.00329,560700,749354,1815,1815
2805,0.002227,560900,636813,1855,1855
2806,0.012889,561100,1478567,1879,1879
2807,0.00615,561300,1005611,1830,1830
2808,0.007542,561500,1183519,1787,1787
2809,0.005654,561700,873420,1799,1799
2810,0.012296,561900,1457661,1837,1837
2811,0.010747,562100,1467018,1805,1805
2812,0.010793,562300,1250819,1871,1871
2813,0.019898,562500,2387736,1822,1822
2814,0.007479,562700,1105391,1793,1793
2815,0.010958,562900,1306433,1801,1801
2816,0.009456,563100,1301377,1846,1846
2817,0.006054,563300,1140711,1805,1805
2818,0.009938,563500,1236287,1844,1844
2819,0.007465,563700,1093454,1845,1845
2820,0.00936,563900,1163262,1855,1855
2821,0.003107,564100,738700,1841,1841
2822,0.001569,564300,617569,1887,1887
2823,0.010888,564500,1374946,1887,1887
2824,0.005593,564700,1432412,1849,1849
2825,0.01301,564900,1769057,1892,1892
2826,0.005933,565100,871345,1905,1905
2827,0.016114,565300,2008603,1841,1841
2828,0.00832,565500,1081371,1814,1814
2829,0.0088,565700,1166135,1878,1878
2830,0.005711,565900,893824,1894,1894
2831,0.007504,566100,995017,1886,1886
2832,0.014355,566300,1868596,1833,1833
2833,0.007311,566500,1229266,1864,1864
2834,0.013198,566700,1523387,1881,1881
2835,0.003149,566900,713440,1868,1868
2836,0.021928,567100,2813743,1859,1859
2837,0.007796,567300,1154178,1874,1874
2838,0.001569,567500,614411,1895,1895
2839,0.018758,567700,2220793,1872,1872
2840,0.001889,567900,640722,1873,1873
2841,0.007389,568100,949743,1898,1898
2842,0.003823,568300,745152,1876,1876
2843,0.010709,568500,1287730,1813,1813
2844,0.003455,568700,764172,1810,1810
2845,0.006943,568900,918501,1953,1953
2846,0.016094,569100,1925412,1842,1842
2847,0.008421,569300,1104739,1879,1879
2848,0.006936,569500,936279,1849,1849
2849,0.005159,569700,826590,1869,1869
2850,0.008735,569900,1046479,1902,1902
2851,0.001137,570100,585940,1883,1883
2852,0.009896,570300,1213542,1896,1896
2853,0.00202,570500,637599,1914,1914
2854,0.003994,570700,775893,1919,1919
2855,0.00539,570900,842954,1924,1924
2856,0.016052,571100,2024743,1866,1866
2857,0.005575,571300,847843,1899,1899
2858,0.003682,571500,754147,1909,1909
2859,0.006266,571700,1070583,1883,1883
2860,0.004202,571900,804507,1901,1901
2861,0.005936,572100,971169,1880,1880
2862,0.01508,572300,1884897,1856,1856
2863,0.00987,572500,1348320,1892,1892
2864,0.01005,572700,1347692,1884,1884
2865,0.005954,572900,886160,1949,1949
2866,0.00892,573100,1126230,1873,1873
2867,0.009502,573300,1211631,1911,1911
2868,0.005795,573500,1371407,1899,1899
2869,0.007022,573700,958928,1982,1982
2870,0.009464,573900,1379455,1951,1951
2871,0.006672,574100,946173,1929,1929
2872,0.008612,574300,1194653,1893,1893
2873,0.007341,574500,1202487,1933,1933
2874,0.004946,574700,861947,1843,1843
2875,0.003079,574900,723548,1921,1921
2876,0.017982,575100,2140883,1928,1928
2877,0.014464,575300,1593391,1931,1931
2878,0.018379,575500,2198003,1919,1919
2879,0.010631,575700,1484262,1909,1909
2880,0.003189,575900,709474,1898,1898
2881,0.005554,576100,906839,1887,1887
2882,0.003334,576300,759255,1996,1996
2883,0.009404,576500,1358594,1889,1889
2884,0.002161,576700,690305,1916,1916
2885,0.00688,576900,1063182,1918,1918
2886,0.005332,577100,853259,1894,1894
2887,0.003145,577300,721035,1917,1917
2888,0.001963,577500,661879,1910,1910
2889,0.007652,577700,995076,1916,1916
2890,0.006942,577900,1036138,1908,1908
2891,0.00246,578100,697466,1883,1883
2892,0.014428,578300,1765395,1925,1925
2893,0.006811,578500,1009187,1925,1925
2894,0.007961,578700,1347450,1897,1897
2895,0.008547,578900,1128662,1893,1893
2896,0.006339,579100,936427,1958,1958
2897,0.012563,579300,1567141,1930,1930
2898,0.013353,579500,1602887,1935,1935
2899,0.012689,579700,1508035,1866,1866
2900,0.00721,579900,1073242,1918,1918
2901,0.012659,580100,1459070,1889,1889
2902,0.006861,580300,960927,1953,1953
2903,0.012861,580500,2042020,1894,1894
2904,0.007221,580700,1249285,1875,1875
2905,0.017792,580900,1807398,1888,1888
2906,0.008654,581100,1216960,1896,1896
2907,0.008983,581300,1099551,1891,1891
2908,0.006263,581500,965933,1915,1915
2909,0.014686,581700,1675479,1875,1875
2910,0.010367,581900,1208960,1950,1950
2911,0.009507,582100,1276623,1907,1907
2912,0.002508,582300,692158,1887,1887
2913,0.003688,582500,770455,1919,1919
2914,0.011912,582700,1607932,1828,1828
2915,0.009745,582900,1304423,1931,1931
2916,0.005194,583100,845386,1937,1937
2917,0.006317,583300,962337,1932,1932
2918,0.006021,583500,890274,1963,1963
2919,0.010774,583700,1561001,1920,1920
2920,0.004432,583900,806108,1954,1954
2921,0.009822,584100,1209472,1885,1885
2922,0.009735,584300,1302348,1912,1912
2923,0.007978,584500,1124538,1977,1977
2924,0.003305,584700,773765,1944,1944
2925,0.006503,584900,939978,1939,1939
2926,0.008845,585100,1146643,1945,1945
2927,0.007073,585300,950766,1928,1928
2928,0.023223,585500,2877378,1880,1880
2929,0.007049,585700,953577,1926,1926
2930,0.003804,585900,777979,1956,1956
2931,0.004745,586100,887732,1951,1951
2932,0.010938,586300,1483761,1964,1964
2933,0.009183,586500,1512892,1991,1991
2934,0.004702,586700,793463,1892,1892
2935,0.01847,586900,2249710,1964,1964
2936,0.009237,587100,1161005,1960,1960
2937,0.007816,587300,1004737,1952,1952
2938,0.001845,587500,635046,1876,1876
2939,0.003025,587700,719916,1936,1936
2940,0.008243,587900,1165616,1905,1905
2941,0.012035,588100,1671836,1960,1960
2942,0.009299,588300,1273081,1901,1901
2943,0.005563,588500,904336,1953,1953
2944,0.008839,588700,1067759,1904,1904
2945,0.005863,588900,901838,1958,1958
2946,0.015707,589100,2351129,1929,1929
2947,0.015102,589300,1938587,1965,1965
2948,0.012539,589500,1604324,1945,1945
2949,0.009651,589700,1451139,1972,1972
2950,0.007264,589900,1027249,1932,1932
2951,0.011012,590100,1615670,1914,1914
2952,0.013112,590300,1708293,1972,1972
2953,0.012352,590500,1741098,1997,1997
2954,0.012593,590700,1468438,1963,1963
2955,0.005611,590900,862295,1876,1876
2956,0.016287,591100,2119892,1979,1979
